"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"Tai Dinh","Kudo for Ms Claire  she has gone above and beyond to help me booked 3 tickets to Vietnam","excellent","Four October Two-thousand-twenty-four","Spoke to Arbaz to get tickets sent through upon full payment being made. Like all the staff at Crystal would recommend this agent to anyone - they call when they say they will and try and resolve your issues quicklyBest Travel agent I've used in recent times"
"n  dale","Customer service / tickets","excellent","Two October Two-thousand-twenty-four","Nice and friendly"
"Neomi Green","Nice and friendly","excellent","Two October Two-thousand-twenty-four","Thank you for your patience and assistance in such quick time. And making it affordable"
"La Toya Jones Yearwood","Thank you for your patience and…","excellent","Four October Two-thousand-twenty-four","Thank you Carlos, you were brilliant."
"Daniel Barlow","Thank you Carlos","excellent","Four October Two-thousand-twenty-four","Great experience. Ryan was great and sorted all quickly. Thanks"
"s. sha","Great experience","excellent","Three October Two-thousand-twenty-four","Stella Steven.Crystal travel I can say you are  mazing very kindly helpful to do my ticket booking for London Heathrow to Hongkong-and HK to Manila Philippines.and return to from:Manila Hongkong-Hongkong to London Heathrow.Cathay Pacific Airways.Thanks!From:Francisca Pinedo."
"Star Lights","Stella Steven","excellent","Three October Two-thousand-twenty-four","I just booked my holiday travel to Philippines and I was attended by Ronald who has all the patience in understanding with my queries and repetitive questions. He has been very accommodating and helping me with my flight including the seat reservation. Thank you for your help and patience Ronald. I surely be booking flights with you again in the future and recommend you as well. Thank you again."
"Ruth Cayabyab","I just booked my holiday travel","excellent","Three October Two-thousand-twenty-four","The service I received was excellent I would definitely be using the service again and surely will recommend it to everyone who wants to travel My Assistant Sergio gave me great customer service was professional and very helpful and swift  Thank you Crystal travel : Sergio Miss Suki Johal 👏"
"Miss suki Johal","The service I received was excellent","excellent","Three October Two-thousand-twenty-four","True professional, Sid was absolutely top notch , would love to book flights with them again."
"LAI","True professional","excellent","Three October Two-thousand-twenty-four","Sam Jones was responsible for the 5 star service. I wish the same could have been said for Virgin Atlantic who took 5 months to issue a refund to Crystal Travel. Very professional service and I will definitely book with them again. Thanks again Sam!"
"Colin Radford","Great service in challenging times","excellent","Three October Two-thousand-twenty-four","I have recently booked a long haul international flight through crystal travel and I am very happy with the service. I have been dealing with staff member Claire, who has gone over and above to support. She is lovely, and has taken all of my families individual needs and found out perfect flight. We are very happy and would use crystal again due to this experience."
"Leah Callegari","Would highly recommend","excellent","Three October Two-thousand-twenty-four","In the purchasing of tickets and any subsequent queries, operators took the time to find out exactly what was needed."
"L Abercromby","Operator very helpful","excellent","Three October Two-thousand-twenty-four","Carolina kept in touch as our homebound flight had been changed the reason we took direct flight is because l am diabled"
"MRSCAROLYNKING","Carolina kept in touch as our homebound…","excellent","Three October Two-thousand-twenty-four","Claire was very considerate to our questions and queries which makes any traveller comfortable and relaxed. She made things easy for us. Very welcoming and to the point every time we called her on phone. Very approachable. Thanks"
"customer","Effective and Considerate","excellent","Three October Two-thousand-twenty-four","The operative Candice Stone was a credit to Crystal Travel. She demonstrated that she understood my issues and set about resolving them fully. She also had the patience to provide an explanation to me over and over as being hard of hearing and having to wear aids I needed to ensure I fully understood the advice given as it saved me from wasting a considerable sum of money.An excellent example of customer support."
"Leroimac","Customer support as it should be","excellent","Two October Two-thousand-twenty-four","Super service. Thank you John Morris for your assistance from start to finish. Appreciate it a lot"
"RoseGlaiza Sarol-Daloran","Super service","excellent","Twenty-five September Two-thousand-twenty-four","Good experience, I dealt with Sergio and he was so good"
"Bh","Good experience","excellent","One October Two-thousand-twenty-four",NA
"Amandeep Brar","I have booked my ticket from crystal…","excellent","Two October Two-thousand-twenty-four","I have booked my ticket from crystal Travelers and shirley helps me with that. Such a good experience."
"Mary Daisy Mendoza","Cristy is very precise","excellent","Two October Two-thousand-twenty-four","Cristy is very precise, excellent and very thorough. Thank you"
"Themba Mparangu","Amazing service","excellent","Twenty-nine September Two-thousand-twenty-four","I had an amazing service from one of your sales consultants Mr Oscar Lopez. My Mom's flight schedule was changed to a longer layover which was going to inconvenience us greatly, and l reached out for assistance to Mr Oscar Lopez on Saturday, he was professional, collected and guided me through all the available flight options and went an extra mile to check if everything was okay and followed up on the query.Thank you for a wow service and assurance to a stressful journey."
"Bharti Radia","I am very pleased with the service…","excellent","Twenty-seven April Two-thousand-twenty-four","I am very pleased with the service provided by Crystal Travels. Jose Wilson who booked my tickets with very good price. Also Carolina Diaz was very helpful. Overall very good customer service by Freya and Sergio. Thank you all very much."
"Gemma Mcmahon","Spoke to Shirley smith who was patient…","excellent","One October Two-thousand-twenty-four","Spoke to Shirley smith who was patient and helpful with my request. A brilliant member of staff"
"MANJIT SINGH","Very humble gentleman Mr James Smith","excellent","One October Two-thousand-twenty-four","Very humble gentleman Mr. James Smith who dealt with me.Very helpful all the way. He spent lot of time with my questions and was very polite.I will definitely call again for more travel events business with your company.We travel a lot. May God bless James and keep him healthy."
"Saffron Davis","Really good 👍🏻 friendly people to talk…","excellent","One October Two-thousand-twenty-four","Really good 👍🏻 friendly people to talk to. Ryan Smith was very helpful 😁 Would recommend 100%"
"Kay","James was awesome worked to make my…","excellent","One October Two-thousand-twenty-four","James was awesome worked to make my needs happen good dude"
"Gary Liquorish","Great service","excellent","One October Two-thousand-twenty-four","Spoke with Carlos Silva who was really professional and sorted out my etickets efficiently. Happy to deal with them again in the future."
"Josh","Very helpful","excellent","One October Two-thousand-twenty-four","Very helpful, quick and efficient in regards to the booking process. I dealt with Ashton Diaz who was immediately on call whenever an issue occurred and resolved it immediately."
"Malcolm King","rebbeca made it quick and easy very…","excellent","Thirty September Two-thousand-twenty-four","rebbeca made it quick and easy very happy"
"Ben","Great service from Olivia Clark","excellent","Twenty-six September Two-thousand-twenty-four","Olivia Clark was helping and polite in dealing with the change of itinerary in regards of change of flight times ."
"chris tomlinson","John Morris was very helpful and very…","excellent","Twenty-four September Two-thousand-twenty-four","John Morris was very helpful and very efficient and sorted out my flight very quickly.he was happy to help with any questions I had 😁"
"Shahlah","Clair was v help full thank u","excellent","One October Two-thousand-twenty-four","Excellent service from Ronald at Crystal Travel"
"Steve Easter","Excellent service from Ronald at…","excellent","Thirty September Two-thousand-twenty-four","Had a really good experience with Nathan. He checked and met my requirement for my holiday. He was very Patient."
"AA","Had a really good experience with…","excellent","Thirty September Two-thousand-twenty-four","Nathan Cole was an excellent advisor who  spent time with us to go through every available option for our requirements. As well as this he explained everything to us really well!"
"Nans","Nathan Cole was an excellent advisor…","excellent","Thirty September Two-thousand-twenty-four","Had a great experience using Crystal Travel with the help of Nathan. He was patient with me especially when I asked a lot of questions."
"Theo","Had a great experience using Crystal…","excellent","Thirty September Two-thousand-twenty-four","Just want to thank Sergio for the professional customer service throughout the booking process. Tickets were booked for a reasonable price in-spite of peak season.  Crystal Travel - much recommended!Evo"
"Evo Milroy Deniz","Hats off Sergio!","excellent","Thirty September Two-thousand-twenty-four","I just wanted to take a moment to share my positive experiences with Crystal Travels, a company I have been relying on for my family travels over the last few years.I must say, I have always been impressed with the level of service provided by Crystal Travels. In particular, I wanted to highlight my recent interaction with Ms. Shirley Smith. Throughout the booking process, she exhibited exceptional patience in providing me with various flight options and promptly addressing all my queries and concerns. Her professionalism and dedication to ensuring customer satisfaction truly stood out to me.As a satisfied customer, I wanted to express my gratitude and appreciation for the excellent service I have received from Crystal Travels. I have every intention to continue using their services for all my upcoming flights, confident that they will continue to deliver top-notch service.Thank you once again to the team at Crystal Travels, and please pass on my compliments to Ms. Shirley Smith for her outstanding assistance."
"Maria Adel De la Cruz","Excellent Customer Service","excellent","Thirty September Two-thousand-twenty-four",NA
"Syed Waqas Ahmed Shah","very good service","excellent","Thirty September Two-thousand-twenty-four","very good experience with Aaron- excellent service all way round"
"customer","very good experience with Aaron-…","excellent","Thirty September Two-thousand-twenty-four","Aron many many thanks outstanding service"
"Customer","Aron many many thanks outstanding…","excellent","Thirty September Two-thousand-twenty-four","Olivia Clark dealt with our enquiry swiftly and efficiently and makes me believe Crysta travel will always be our number 1 flight booking company"
"Elsie Waligo","Olivia Clark dealt with our enquiry…","excellent","Thirty September Two-thousand-twenty-four","Great service from Lisa Smith and Alfred Shaw at Crystal Travel, getting me the best deal on my tickets. Let's hope the flight is as smooth!"
"Stephen","Great service from Lisa and Alfred","excellent","Twenty-nine September Two-thousand-twenty-four","John treated me professionally"
"Richard Akujobi","John treated me professionally","excellent","Eighteen September Two-thousand-twenty-four","service provided by Ronnie O’Connor was second to none, most helpful person i have come across, thanks Paul"
"Paul Duncan","service provided by Ronnie O’Connor was…","excellent","Twenty-nine September Two-thousand-twenty-four","Nathan our adviser, was so helpful and gave lots of advice and found flights at competitive prices. I would definitely return to Crystal travel for my future trips."
"Louise Graham","Excellent customer service","excellent","Thirty September Two-thousand-twenty-four","Thank you John Morris for your excellent service really appreciated also I will be using crystal travel for my future flights thank you"
"saghir Hussain","Thank you John Morris for your…","excellent","Twelve September Two-thousand-twenty-four","Olivia Clark Great service today Pls carry on providing great service"
"Mr Mark Pedler","Olivia Clark","excellent","Thirty September Two-thousand-twenty-four","As always, Crystal travel agent,Sergio was very efficient and polite."
"Raj","As always","excellent","Thirty September Two-thousand-twenty-four","I am glad to write my experience to avail the services for my tour plan through Crystal Travel. Mr. James Smith offered me very reasonable fare for the said schedule and explained every detail regarding ticket. I am very thankful to save my time. I wish best of luck for the future endeavors."
"Shaista","Got the ticket in short time. m glad to write my experience to…","good","Twenty-nine September Two-thousand-twenty-four","“I recently had a booking with crystal travel with Claire harp to book my flights, and I couldn’t be more satisfied with the experience. Claire was incredibly patient throughout the process, answering all my questions and addressing any concerns I had with great professionalism. She took the time to find the best options for my travel needs and made sure I understood every detail. Her helpful and friendly attitude made what could have been a stressful task an easy and pleasant experience. I highly recommend crystal travel for anyone looking for top-notch customer service!”"
"Miss Khushbu Patel","“I recently had a booking with crystal…","excellent","Twenty-nine September Two-thousand-twenty-four","Carolina very efficiently rescheduled my flight from Mumbai to Goa as requested. Thank you."
"M Wilson","Flight reschedule","excellent","Thirty September Two-thousand-twenty-four","I was struggling to check in for my mum and brother who has a different time slots to check in and Freya helped me a lot. It was even beyond her worked shift when we finish the issues and she stayed just deal with my problem. Thanks a lot Freya. Also I want to say thanks to Joy who help me booked the tickets."
"Melany houghton","CHECK IN","excellent","Twenty-nine September Two-thousand-twenty-four","I have been dealing with James Smith...very profesional,went out of his way to get the best deal.great service provided,will definately book with him again."
"Baljinder Bhogal","I have been dealing with James…","excellent","Twenty-eight September Two-thousand-twenty-four","Paul is very helpful.. I alway trust crystal travel"
"Flordeliza","Paul is very helpful.","excellent","Twenty-nine September Two-thousand-twenty-four","Great customer service and support. I revisited Crystal Travel to provide further support for my trip. A special thank you to Candice."
"Shir","Great customer service and support","excellent","Twenty-nine September Two-thousand-twenty-four","Jack helped us planning our trip for india, thanks for the good deal crystal travel!"
"Ayush Chauhan","Jack helped us planning our trip for…","excellent","Sixteen August Two-thousand-twenty-four","I had booked last-minute tickets to pakistan via Dubai. Ana sorted out my tickets professionally and used all available tools to insure a good deal for me. Thanks Crystal travels and a big thanks to Ana."
"Anees","Last-minute tickets booked","excellent","Twenty-nine September Two-thousand-twenty-four",NA
"M Murray","Fantastic support and booking-Nathan…","excellent","Twenty-eight September Two-thousand-twenty-four","Fantastic support and booking-Nathan was very patient and detailed and secured us a good deal. Very impressed and will contact him specifically again in the future. Thank you"
"Anthonia","Excellent communication","excellent","Twenty-seven September Two-thousand-twenty-four","Very quick and easy booking process. James Smith was very helpful. Payment process was also very quick and easy! Would definitely use Crystal Travels for future holiday booking."
"Unsatisfied customer","Very quick and easy booking process","excellent","Twenty-eight September Two-thousand-twenty-four","I am quite impressed with the service I got from Crystal Travel. The deal was fantastic and the payment arrangements was none of its kind. Overall the customer service was sport on. Will definitely recommend and use their services again"
"Oludare Olatunbosun","I am quite impressed with the service I…","excellent","Twenty-five September Two-thousand-twenty-four","Frank is very helpful, I had to postpone my payment until I am ready, after a week, my flight quotations are still available. Thanks to Frank. Keep up the good work Frank you’re doing great!"
"Michelle Palmares","Frank is very helpful","excellent","Twenty-eight September Two-thousand-twenty-four","Crystal Travel offered a good deal for my chosen flight. Booking was smooth and easy. When I had a query with regards a detail in my e-ticket, Rebecca who handled my call, was extremely helpful and professional. She resolved the issue and I feel very grateful for her help."
"Manvir Kaur","Crystal Travel offered a good deal for…","excellent","Eighteen September Two-thousand-twenty-four","Christy was brilliant on the phone, helped me change my ticket when i wanted to change the return flight."
"Muriel Andal","Aron Smith very helpful.","excellent","Twenty-seven September Two-thousand-twenty-four","Our experience with your company was excellent. Aron was very helpful from the start to the end. Next time I need help travelling, I will do it through Crystal Travel. I will also recommend the company to my friends."
"Kam Randhawa","Christy was brilliant on the phone","excellent","Twenty-seven September Two-thousand-twenty-four","I Got excellent Service By Joy Wilson. Quick and prompt 👌🏽 Even Its just a month away of My departure and paid it in cash , The  value still cheaper and i had a 40kg check in luggages apart ftom the free 7kg cabin carry on luggage .Thank you for Your helping hand Joy .Maria"
"Nora Callaghan","Crystal Travel review","excellent","Twenty-seven September Two-thousand-twenty-four","Carlo silva thanks for service"
"customer Maria Belinda Hardy","I Got excellent Service from Joy","excellent","Twenty-six September Two-thousand-twenty-four","Ronald assisted me in booking our flight   he was very accommodating and polite."
"Manoj yadav","Carlo silva thanks for service","excellent","Twenty-seven September Two-thousand-twenty-four","I booked the flights with them. I was very satisfied with there service. I spoke with Kabir Khan he was very nice. I recommend to use this service to everyone."
"Joel Villarosa","Excellent service","excellent","Twenty-seven September Two-thousand-twenty-four","Clare was extremely helpful and got me a great price!"
"Julio Park","Amazing service by Kabir","excellent","Nineteen August Two-thousand-twenty-four","Flights to Australia were found for me quickly at a good price. Sergio was most helpful and held the tickets for 24 hours giving me the chance to check the dates were ok for our family in Australia."
"Saife","Clare was extremely helpful and got me…","excellent","Twenty-six September Two-thousand-twenty-four","We recommend Crystal Travel as a travel partner. We booked flights couple of days ago, and the confirmation with e-tickets arrived within the hour. Also, the support provided over the phone and by email by Rebecca was exceptional - fast, accurate, with extended working hours. Spot on!"
"Gerry and Val Burgum","Flights to Australia were found for me…","excellent","Seventeen September Two-thousand-twenty-four","Planning my trip to Guyana 🇬🇾 and contacts Crystal travel, was very fortunate to be assisted by a very polite, helpful, and understanding, have a  very sweet voice and was very helpful in Booking my holiday at very good price her name is Shirley Smith."
"I Yankov","Exceptional Services","excellent","Twenty-six September Two-thousand-twenty-four","I recently booked a flight to Philippines through Crystal Travel.Agent Claire was very helpful.She managed to booked our flights that we want.She was very patient and polite during our conversation. I highly recommend Crystal Travel."
"Cedric Hudson","G.O.A.T","excellent","Twenty-six September Two-thousand-twenty-four","Once again smooth and patience communication with Mr.Sergio Gomez he done final deal with best price tkt for me.I will recommend to all.Honest people."
"Vicky","Excellent service by Claire","excellent","Twenty-four September Two-thousand-twenty-four","Thanks, Carlos Silva, very helpful and a  great service!"
"Jq","Once again smooth and patience…","excellent","Twenty-six September Two-thousand-twenty-four",NA
"Dilip Gohil","Thanks","excellent","Twenty-six September Two-thousand-twenty-four",NA
"Najia Shafi","5 star for Aron","excellent","Twenty-six September Two-thousand-twenty-four","Aron served us today. 5 star to him.  He was very helpful and came up with good travel dates and prices were very good. Will definitely recommend crystal travel and book with Aron."
"Unknown Person","Great customer service by Aron Smith.","excellent","Twenty-six September Two-thousand-twenty-four","Great customer service by Aron Smith."
"Saas Salim","I call crystal travel have problem with…","excellent","Twenty-six September Two-thousand-twenty-four","I call crystal travel have problem with my ticket and Carlos Silva help me polite and make sure satisfactory. I am very happy with crystal travel is not first me bought ticket from them. Service is good"
"Roger","Another great experience with Crystal Travel","excellent","Twenty-two September Two-thousand-twenty-four","I used Crystal Travel to book flights to USA. My agent, John Morris, took me through the process and the result was flights and a price I was really happy with. John kept me informed throughout and made the booking really straightforward.I have used Crystal Travel before, and I will not hesitate to use them again. It is worth noting that they are open 9am-10pm 7 days a week."
"Kader Benamara","Very professional sales agent patient…","excellent","Twenty-five September Two-thousand-twenty-four","Very professional sales agent patient with me and helped me a lot with the booking and stayed with me passed his working hours"
"Mick Mc","Excellent as always!","excellent","Twenty-five September Two-thousand-twenty-four","Excellent as always!! Olivia Clark was excellent and really really helpful."
"mick j","Excellent","excellent","Twenty-five September Two-thousand-twenty-four","Was helped through the process by claire who was very helpful.friendly and patient.will definitely book with crystal again."
"Nat","Sofia went above and beyond :)","excellent","Twenty-three September Two-thousand-twenty-four","Sofia was so helpful helping me with booking flights. She made it so easy and i felt she went the extra mile to help me with my needs regarding price, transfer times etc. I felt Sofia went above and beyond to Help me and defo exceeded my Customer experience with Crystal Travel :)"
"Sheela Varughese","Carlos was very helpful","excellent","Twenty-five September Two-thousand-twenty-four","Carlos was very helpful"
"mohammad akbari","THANK YOU ARBAZ KHAN FOR YOUR HELP","excellent","Twenty-five September Two-thousand-twenty-four","Frank was very helpful and patient helped through all the issues I encountered.I've used crystal travel few times all been very good and professional Thanks"
"Ravi","Excellent","excellent","Twenty-four September Two-thousand-twenty-four","I booked our tickets to Ms Shirley Smith . She was so helpful, polite and brilliant.  Thank you so much Shirley for being helpful.  We are so pleased."
"Liberty Dizon","I booked our tickets to Ms Shirley…","excellent","Twenty-four September Two-thousand-twenty-four","Travel Advisor Joy Wilson has been very helpful. He managed to find me a flight that fits the date I have given and able to clarify details as I asked. I have been supported in the past by Crystal Travel and the team has been most helpful and capable."
"Mario Mata","Travel Advisor Joy Wilson has been very…","excellent","Twenty-three September Two-thousand-twenty-four","Thank you Carlos for the excellent services."
"Yusuf","Thank you Carlos for the excellent…","excellent","Twenty-four September Two-thousand-twenty-four","Very prompt pleasant to deal with and very efficient . Helped me with my travel document very quickly"
"Richmond","Brilliant service","excellent","Twenty-four September Two-thousand-twenty-four","Quick booking again. Thank you"
"nirmala markandu","Very prompt pleasant to deal with and…","excellent","Twenty-four September Two-thousand-twenty-four","Very helpful and prompt"
"Jessica Brett","Very good","excellent","Twenty-three September Two-thousand-twenty-four","Sofia was very professional, informative, patient, clear in her communication and helpful. Well done!"
"Harjeet Singh","Very helpful and prompt","excellent","Twenty-four September Two-thousand-twenty-four","Veronica BrooksI was finding it very stressful trying to get the right flights to our destination until Veronica took charge she was extremely professional, knowledgeable, helpful and polite, she is a credit to Crystal Travel, lucky she works there."
"Paul Anthony","Excellent Work by Sofia","excellent","Twenty-three September Two-thousand-twenty-four",NA
"Dave Tennant","Veronica Brooks","excellent","Twenty-three September Two-thousand-twenty-four",NA
"menaka kailayanathan","EXCELLENT.","excellent","Twenty-three September Two-thousand-twenty-four","EXCELLENT.GOD BLESS YOU FRANK"
"Rexy Reyes","Booked for travel to the philippines…","good","Twenty-three September Two-thousand-twenty-four","Booked for travel to the philippines with james smith. Satisfied customer.."
"roshan mathew","Travel agent Christy helped us in all…","excellent","Twenty-one September Two-thousand-twenty-four","Travel agent Christy helped us in all way to change our travelling dates. A big thankyou to Christy"
"Colin Parker","First time booking with crystal travel…","excellent","Twenty-three September Two-thousand-twenty-four","First time booking with crystal travel and so far so good..ardaz has kept me updated on any flight time changes etc..will def use again"
"Harry Dana","purchasing a plane ticket","excellent","Twenty-three September Two-thousand-twenty-four","I have been a customer of Crystal Travel for many years, and I have always been very satisfied with their prices, punctuality and services. I surely recommend them to any traveller.A big thank to all of you."
"Ian Grant","Based upon our previous excellent…","excellent","Fourteen September Two-thousand-twenty-four","Based upon our previous excellent service from Crystal we gave them the first opportunity to quote and arrange our business class flights to Perth and they did not disappoint us. Peter Cruz handled our enquiry in a very professional manner and so we are now  all set to visit our family 'downunder'."
"customer","Aron it was a nice customer service…","excellent","Twenty-three September Two-thousand-twenty-four","Aron it was a nice customer service helped me in the last minute before my visa appointment"
"Richard Lienard","Crystal Travel sorted out my problem promptly","excellent","Twenty-three September Two-thousand-twenty-four","Arbaz at Crystal Travel sorted out my problem promptly. He was clear and courteous at all times. I was having trouble logging onto my airlines site to look at my booking. Arbaz contacted them directly to reset my logon."
"Joity Singh","Multi city trip to India","excellent","Twenty-three September Two-thousand-twenty-four","I recently booked a trip to India through Crystal Travel, which involved multiple flights. Crystal Travel has always been my go-to for booking tickets, especially when it comes to complex itineraries. This time, I had the pleasure of working with Claire, and from start to finish, she was incredibly helpful. She took the time to thoroughly research different options, even when I had to reject some of them. Claire never gave up and consistently returned with well-considered alternatives for flights and timings. She asked thoughtful questions to ensure she had all the necessary information to offer the best options. Knowing I’ll be traveling with a 1-year-old, she carefully considered the challenges we might face, such as long layovers.What I thought would be a stressful process—booking a multi-city trip—turned out to be seamless, thanks to Claire. She took all the difficulty out of it and made the entire experience smooth and stress-free.Once again, thank you Crystal Travel and thank you, Claire, for all your help!"
"Rob Neill","After making my flight bookings I…","good","Twenty-two September Two-thousand-twenty-four","After making my flight bookings I contacted by Stella a few hours later.  I admit I was irritated to hear that I was not guaranteed to sit next to my wife and daughter on a long haul flight that also included transfers. Even the poor airlines give you the option to choose your seating as you book albeit for an additional cost, but they are transparent. I assumed we would be and wasn't asked. Wrongly I assumed  that a reputable airline like emirates would do this as standard especially for long haul flights. Having to take a call after paying for the flights in full and highlighting this to me felt underhanded and having to pay an additional £250 for 3 seats to ensure we sat next to each other was frustrating. On a  positive note we now have are guaranteed seats for all 4 flights so we wont have any difficult conversations when we check in. But the prices are very competitive and the speed and efficiency of the booking and follow up is excellent.Rob Neill"
"Sumeet","Sophia","excellent","Sixteen September Two-thousand-twenty-four","Sophia has been really very helpful as always."
"Gervase COE","Ryan at crystal travel was brilliant &…","excellent","Twenty-two September Two-thousand-twenty-four","Ryan at crystal travel was brilliant & made my booking easy for me he is friendly,helpful & courtious thank you so much.Kindest regards Mr.G.P.Coe."
"JMRM","It was very quick transaction","excellent","Twenty-two September Two-thousand-twenty-four","It was very quick transaction. Sofia helped me finding a good deal."
"Paul Andrew McGuigan","Booking to Philippines with Agent Sergio","excellent","Twenty-one September Two-thousand-twenty-four","Once again we did book our ticket to Crystal Travel. Again as expected very helpful throughout the whole booking scenario. Kudos to Sergio for helping us and being understanding to what we need. Checking the best and affordable tickets for us. Keep up the good work Sergio..cheers!"
"customer","Good Feedback.","excellent","Twenty-one September Two-thousand-twenty-four","Good Feedback.. Mr Aaron was very polite, Courteous, and patient in Answering my query’s with regards to my booking of my Flight Ticket . He was always happy to help me . He gave me a very good price as compared to other Travel Agents.Wish him All the best.Thanks Aaron Smith. You are a great person to me and successfully doing the needful for me.I appreciate it.Kind Regards SUNIL M VARGHESE"
"SHING CHAU FONG","Good booking experience with Crystal Travel","excellent","Twenty-one September Two-thousand-twenty-four","I have booked a flight at Crystal Travel and the flight schedule is changed by the airline recently.  Oliver Clark of Crystal Travel follow up the whole process both by email and phone.  Thanks Oliver."
"chichi asiji","Anna was very helpful and explained…","excellent","Twenty-one September Two-thousand-twenty-four","Anna was very helpful and explained every detail... I will definitely be speaking to  her again for future flights..."
"Ahtisham Mughal","would like to express my sincere…","excellent","Twenty-one September Two-thousand-twenty-four","would like to express my sincere appreciation for James Smith assistance in helping me find the best ticket. He was extremely cooperative and went out of his way to ensure I had all the necessary options. His helpful and professional attitude made the process much easier and less stressful. I truly value his dedication and support"
"Morris Gillis","Very helpful and knowledgeable","excellent","Twenty-one September Two-thousand-twenty-four","Claire at Crystal Travel was very helpful in getting us a good deal on flights to KL. We went through several iterations and possibilities and, through her patience, Claire was able to find the correct tickets for us.  Thank you."
"Arline Hilario","Past service and friendly staff","good","Twenty-one September Two-thousand-twenty-four","Past service and friendly staff"
"light123","The agent Ronald was very helpful and…","excellent","Twenty-one September Two-thousand-twenty-four","The agent Ronald was very helpful and patient in booking our flights so I am very happy with the experience with Crystal."
"customer","I had an amazing experience with Aron…","excellent","Twenty-one September Two-thousand-twenty-four","I had an amazing experience with Aron smith very smooth process with my flight to Houston."
"James Mckinlay","Very good service","excellent","Twenty-one September Two-thousand-twenty-four","Very good service"
"Fiona Cole","This was so helpful","excellent","Twenty September Two-thousand-twenty-four","This was so helpful! James smith did exactly what I needed and was so polite and helpful. The service was extremely quick and I changed a couple things and he was extremely flexible in helping me. Can’t rate it enough - has taken the stress out of booking a slightly awkward trip. 10/10!"
"Miss Emerita Mercado","Jerry was the one who book my ticket…","excellent","Twenty September Two-thousand-twenty-four","Jerry was the one who book my ticket last time and as always very friendly and accommodating."
"Nick Waites","Great service","excellent","Twenty September Two-thousand-twenty-four","Great service. Aron was very helpful and made my booking very easy."
"Zuber Contractor","Freya is gave excellent service.thnks …","excellent","Twenty September Two-thousand-twenty-four","Freya is gave excellent service.thnks  you did it for me easy step to set up.Thnks again"
"Kris Kumar","Friendly and professional service","excellent","Twenty September Two-thousand-twenty-four","I had a chat with Ronald the sales team of Crystal Travel regarding travel bookings. He was polite and patient. He helped me with the booking in a professional manner."
"Tokunbo","Excellent service very helpful","excellent","Twenty September Two-thousand-twenty-four","Ronald was excellent and offered the best service with a friendly disposition. Crystal travels have always been very helpful."
"Miss Qureshi","Made a booking with James Smith","excellent","Twenty September Two-thousand-twenty-four","Made a booking with James Smith. He has been extremely helpful and I highly recommend him for any travel advice."
"Muhammad Abdullah","very good service and i want to thanks…","excellent","Twenty September Two-thousand-twenty-four","very good service and i want to thanks one of your employee Carlos silva he is doing very good at his job. very helping."
"Manjula Arun","Thanks James Smith for the great…","excellent","Twenty September Two-thousand-twenty-four","Thanks James Smith for the great support and service!! I am glad, I reached out to Crystal Travel. Very friendly and helpful in booking the flight tickets. I am definitely coming back...."
"Anne","GOOD SERVICE","excellent","Twenty September Two-thousand-twenty-four","PHONES ANSWERED PROMPTLY STAFF KNOWLEDGABLE. SERVICE GREAT. OLIVIA CLARK WAS CHARMING AND EFFICIENT"
"customer","Good service from Bryan Smith","excellent","Twenty September Two-thousand-twenty-four","Good customer service"
"Abdi","Good customer service","excellent","Twenty September Two-thousand-twenty-four","These reviews are fake. If you click on the name of the person leaving each review, you see that all their past reviews are for Crystal Travel or for similar sites."
"A K","These reviews are fake","bad","Twenty September Two-thousand-twenty-four","Olivia is done Good customer service and friendly and helpful"
"Stephenraj","Olivia is done Good customer service…","excellent","Nineteen September Two-thousand-twenty-four","Sergio is very helpful, accommodating he assisted me very well in purchasing my flight tickets. Highly recommended"
"angelica sanandres","Sergio is very helpful","excellent","Nineteen September Two-thousand-twenty-four","I used Crystal Travel for the first time today to make a complex, multi-city flight booking for four passengers. I was superbly assisted by Ronald, who is not just efficient but also knowledgeable and helpful. He made it all seem very easy. The flexible payment option is also a big help. All in all, highly recommended!"
"Sheeba","Five-star service by Ronald!","excellent","Nineteen September Two-thousand-twenty-four","I have always booked my flights via Crystal Travels. Each time I received excellent service from them. This time was no exception as I had an exceptionally excellent service from Joy Wilson. He sounded very friendly on the phone, was very patient with me in dealing with all my enquiries. And we managed to sort out my flight booking with so much ease and in no time at all. Joy was a great help, and his service was excellent. I give Joy Wilson a 5-star and an excellent mark!"
"Cynthia","An excellent service from Joy Wilson!","excellent","Eighteen September Two-thousand-twenty-four",NA
"Khan Here","Christy is the best","excellent","Nineteen September Two-thousand-twenty-four","Shirley Smith has looked after me very well throughout my ticket booking process and she has also given me a good deal. I will must say she has given good customer service to me."
"Sunil Shah","Shirley Smith has looked after me very…","excellent","Eighteen September Two-thousand-twenty-four","Olivia done good customer service and friendly and efficient"
"stephen lazarus","Olivia done good customer service and…","excellent","Nineteen September Two-thousand-twenty-four","Good service from Ryan Smith"
"Graham Brooks","Good service from Ryan Smith","excellent","Nineteen September Two-thousand-twenty-four","Carlos was very helpful and gave a very good deal"
"Waqar Adeel","Carlos was very helpful and gave a very…","excellent","Eighteen September Two-thousand-twenty-four","Claire was an excellent Representative for Crystal Travel... Very Very helpful."
